web-scraper-order,web-scraper-start-url,Product_Name,Product_Price,Product_Sold
"1713627386-1771","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Tombol Luar Xiaomi Mi5X Mi A1 5X Outside Button Power On Off Volume","Rp13.300","4 Terjual"
"1713627386-1772","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Flexible Board Huawei Nova 3i Flex Penghubung Fleksibel Sub Main","Rp44.600",""
"1713627386-1773","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Flex Papan Cas Realme C30 Flexible Charging Fleksibel Ui Board Cas","Rp25.500","5 Terjual"
"1713627386-1774","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC PA Avago E8100 lp 11 Pro Max Original New Tested Afem 8100","Rp46.600","3 Terjual"
"1713627386-1775","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC Display SM3006 Samsung SM 3006","Rp34.300",""
"1713627386-1776","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Flex On Off Volume Hot 12 Infinix Flexible Switch Fleksibel Tombol Power","Rp13.600","2 Terjual"
"1713627386-1777","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Ic Power 343S00235 lpad Pro 10.5 Original New Tested","Rp116.200","1 Terjual"
"1713627386-1778","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC Audio ALC5659 Samsung C5000 C7000 Original New Tested ALC 5659","Rp36.600","2 Terjual"
"1713627386-1779","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC Lampu 5662 lpad Pro 10.5 Backlight LP LP5662","Rp38.300","7 Terjual"
"1713627386-1780","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Papan Cas Redmi Note 12 5G Flexible Ui Board Connector Charging Xiaomi Flex Konektor Charger","Rp38.400","1 Terjual"
"1713627386-1781","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC Big Audio 338s00739 Original New Tested lp 13 Mini Pro Max","Rp83.300","2 Terjual"
"1713627386-1782","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Plat Cetakan MT6799W MU5 MT6895Z MT6877V Amaoe Original Bga Stencil","Rp86.600",""
"1713627386-1783","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC Power MT6308P Original New Tested Mediatek MT 6308P","Rp94.400",""
"1713627386-1784","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Kaca Lensa Kamera Narzo 50i Lens Camera Lense Belakang","Rp13.300",""
"1713627386-1785","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Flex Papan Cas Hot 11s Infinix X6812 Fleksibel Charging Board Flexible","Rp24.200","8 Terjual"
"1713627386-1786","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Flexible Board Infinix Hot 12 X663 Fleksibel Sub Main Flex","Rp33.100",""
"1713627386-1787","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Kaca Kamera Samsung M12 Lensa Camera Lens Belakang","Rp13.300","1 Terjual"
"1713627386-1788","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC Pa 78160-11 Samsung C9 Original New Tested RF 78160 11","Rp43.300","12 Terjual"
"1713627386-1789","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Flex On Off Infinix Hot 30 X6831 Flexibel Power Switch Volume","Rp13.300","7 Terjual"
"1713627386-1790","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC Charging ET9918B Original New Tested ET 9918B","Rp36.600",""
"1713627386-1791","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC Audio Small 338S1285 Iph 6s Original New Tested","Rp26.600","1 Terjual"
"1713627386-1792","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Flexible On Off Redmi Note 12 5G Flex Power Volume Fleksibel Switch Xiaom","Rp13.300","5 Terjual"
"1713627386-1793","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Tombol Luar Volume Oppo A16 Original Outside Volum Button","Rp16.600","4 Terjual"
"1713627386-1794","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Buzer Fullset Infinix Hot 9 X655 Buzzer Loudspeaker Dering Musik","Rp26.200","4 Terjual"
"1713627386-1795","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Flexible Fingerprint Realme C12 C15 Flexibel Finger Print Sidik Jari","Rp46.600",""
"1713627386-1796","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC Cas BQ258910 Oppo Reno 4 Original Charging New Tested BQ 258910","Rp56.300","4 Terjual"
"1713627386-1797","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Kaca Kamera Poco M4 Pro 5G Lensa Camera Lense Belakang Lens","Rp18.300",""
"1713627386-1798","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Buzer Fullset Samsung Z Flip 4 Buzzer Loudspeaker Dering Musik ZFlip","Rp86.600",""
"1713627386-1799","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Konektor Cas Aja Samsung Z Fold ZFlip 3 Flip 4 Original Port Usb Only","Rp22.100","3 Terjual"
"1713627386-1800","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Buzer Redmi Note 10 Original Buzzer Dering Loudspeaker Music Xiaomi","Rp45.500",""
"1713627386-1801","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC Camera 338s00425-A1 lp XR XS Max U3700 338S00425 Kamera Supply","Rp35.500",""
"1713627386-1802","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC Audio SMA1301A Samsung S20 Plus Ultra SMA 1301A","Rp44.300",""
"1713627386-1803","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC PA RF 77652-31 Original New Tested","Rp36.600","9 Terjual"
"1713627386-1804","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Flexible Board Infinix Zero 8 X687 Flex Sub Main Fleksibel Penghubung","Rp26.600","1 Terjual"
"1713627386-1805","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Flex Papan Cas Poco M3 Fast Charging Original Board Flexible Ces Charger Redmi 9T Xiaomi","Rp56.600",""
"1713627386-1806","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Flex Papan Cas Infinix Smart HD X612 Flexible Ui Board Charging","Rp18.600",""
"1713627386-1807","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Konektor Baterai Vivo V9 Original Battery Connector Soket Batere","Rp18.600",""
"1713627386-1808","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Flexible On Off Infinix Zero 8 X687 Flexibel Switch Power Fleksibel Volume","Rp11.200",""
"1713627386-1809","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Konektor LCD Vivo V7 Plus Soket Connector Socket Layar","Rp22.500",""
"1713627386-1810","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC Baseband MDM9215M 0VV Original New Tested MDM 9215M","Rp38.600",""
"1713627386-1811","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Buzer Fullset Samsung Z Flip Buzzer Loudspeaker Dering Musik ZFlip","Rp76.600",""
"1713627386-1812","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC Camera 338S00819-A1 Iph 14 Pro Max 338s00819 Original Kamera","Rp56.600",""
"1713627386-1813","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Kaca Kamera Poco X4 Pro 5G Lensa Camera Lens Belakang Lense","Rp25.600","2 Terjual"
"1713627386-1814","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC Cas ET3155 Original New Tested ET 3155","Rp23.300",""
"1713627386-1815","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Kaca Kamera Samsung S20 Lensa Camera Lens Belakang Lense","Rp16.600",""
"1713627386-1816","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Glass Sudah Oca Vivo Y12S Y20 Kualitas Khusus Lebih Baik Kaca Touchscreen Layar Sentuh Touch","Rp28.600","1 Terjual"
"1713627386-1817","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Slot Sim Tray Hot 10 Play Infinix Original Simtray Lock Tempat Kartu Card","Rp11.600","15 Terjual"
"1713627386-1818","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC Pa 77366-17 lp 8 8+ Plus Original New Tested 77366 17","Rp56.200","6 Terjual"
"1713627386-1819","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Konektor Baterai Redmi Note 10 Pro 4G Socket Connector Batere Xiaomi","Rp18.200","4 Terjual"
"1713627386-1820","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Flexible Board Kanan Reno 5F Flex Right Side Fleksibel Penghubung","Rp28.600","3 Terjual"
"1713627386-1821","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Tombol Luar Samsung A11 Outside Button Switch Volume Power On Off Side","Rp14.400","6 Terjual"
"1713627386-1822","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC Lampu 338s00616 lp 13 Pro Mini Max Backlight Driver Light Display","Rp56.600",""
"1713627386-1823","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Flexible Board Redmi Note 11 Pro Plus 5G Flex Sub Main Fleksibel","Rp44.600",""
"1713627386-1824","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Flexible Board Redmi Note 3 Pro Fleksibel Main Sub Flex Xiaomi","Rp17.200",""
"1713627386-1825","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Kaca Kamera Oppo A77S Lensa Camera Lens Belakang","Rp11.400","6 Terjual"
"1713627386-1826","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Glass Sudah Oca M31 A50 Samsung Kualitas Khusus Lebih Baik Kaca Touchscreen Layar Sentuh Touch","Rp28.600","2 Terjual"
"1713627386-1827","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC Baseband PMX60 Original New Tested PMX 60","Rp53.300","3 Terjual"
"1713627386-1828","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Vibrate Getar Redmi 9A 9C Xiaomi","Rp46.600",""
"1713627386-1829","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC Small Charge 2F Oppo A92S Original New Tested Charging","Rp35.500",""
"1713627386-1830","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC Charging SM5502 Original New Tested SM 5502","Rp18.600",""
"1713627386-1831","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC Power 343S00354 Original New Tested","Rp86.600","8 Terjual"
"1713627386-1832","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Soket Konektor Fingerprint Mi 11 Mi11 Lite Connector Sidik Jari Xiaomi","Rp13.300","3 Terjual"
"1713627386-1833","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC PA QDM2314 Oppo A93S Original New Tested QDM 2314","Rp65.500",""
"1713627386-1834","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC MAX9828 EWX MAX 9828 +9828","Rp34.300",""
"1713627386-1835","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Tombol Luar Volume Vivo Y21S Original Outside Volume Button","Rp18.600","5 Terjual"
"1713627386-1836","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Flex On Off Vivo T1 5G Flexible Power Switch Volume","Rp16.600",""
"1713627386-1837","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Flexible Board Redmi 4 Fleksibel Main Sub Flex Xiaomi","Rp17.200",""
"1713627386-1838","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC Power Big 343S00118 Ip4d Pro 10.5 Original New Tested 343S00118-A0","Rp186.500",""
"1713627386-1839","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Konektor Lcd Infinix Note 11 X663 Original Soket Connector Layar","Rp22.600","8 Terjual"
"1713627386-1840","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Flex Papan Cas Infinix Hot 11 X662 Fleksibel Ui Board Charger","Rp28.600",""
"1713627386-1841","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC NFC NXP 55303 Samsung A51 Nxp55303","Rp38.500","2 Terjual"
"1713627386-1842","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Flexible On Off Redmi Note 12 Pro 5G Flex Power Volume Fleksibel Switch Xiaomi","Rp13.300",""
"1713627386-1843","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Flexible Volume Oppo A52 Flex Switch Fleksibel Dalam","Rp12.600",""
"1713627386-1844","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Kaca Kamera Oppo A36 Lensa Camera Lens Belakang Bukan Tempered Glass","Rp13.300","2 Terjual"
"1713627386-1845","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Speaker Telepon Redmi Note 10 4G Earpiece Xiaomi","Rp36.600","2 Terjual"
"1713627386-1846","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC Charging U2 610A3C lpadd 11 Pro Original New Tested Cas","Rp98.300","3 Terjual"
"1713627386-1847","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Konektor Baterai Poco M3 Connector Battery Soket Batere Socket","Rp22.100","1 Terjual"
"1713627386-1848","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Flex Papan Cas Samsung A04s A047 Flexible Charging Board Fleksibel PCB","Rp63.300","1 Terjual"
"1713627386-1849","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Konektor Baterai Redmi Note 3 Pro Xiaomi Connector Battery Batere","Rp13.600","1 Terjual"
"1713627386-1850","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Flexible Board Redmi 7A Fleksibel Main Sub Flex Xiaomi","Rp17.600","1 Terjual"
"1713627386-1851","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Flex Board Redmi Note 10 Pro 5G Flexible Sub Mainboard Penghubung","Rp42.200",""
"1713627386-1852","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Flexible Board Redmi Note 4 Mediatek Big Version Flex Sub Main Xiaomi","Rp26.600",""
"1713627386-1853","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Flexible On Off Oppo A52 Flex Switch Power Fleksibel Dalam","Rp9.400","5 Terjual"
"1713627386-1854","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Flexible Board Samsung A22 5G A226B Flex Mainboard Sub Main Fleksibel","Rp23.600","3 Terjual"
"1713627386-1855","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC Audio WCD9385 Original New Tested WCD 9385","Rp86.600",""
"1713627386-1856","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC Usb Charge 338s00839 Iph 14 Pro Max Original New Tested Charging","Rp96.600","1 Terjual"
"1713627386-1857","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Flex Volume Poco F4 Flexible Switch Fleksibel Vol","Rp12.600",""
"1713627386-1858","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Tempered Glass Oppo A93 Bening Pelindung Layar Screen Guard Clear","Rp8.600",""
"1713627386-1859","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Slot Sim Tray C1 Realme Original Simtray Lock Tempat Kartu Card","Rp18.600","2 Terjual"
"1713627386-1860","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Flexible On Off Oppo A53 2020 Flex Switch Power Fleksibel Dalam","Rp8.600","21 Terjual"
"1713627386-1861","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC Cas MIS01 Samsung Note 10 Plus Charging Charger M1s01 Ces","Rp35.200",""
"1713627386-1862","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Flex Papan Cas Redmi Note 11 5G Flexible Charging Board Ces Xiaomi","Rp54.300",""
"1713627386-1863","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Tombol Luar Samsung A51 A515F Button Power Volume Side Switch On Off","Rp14.300","8 Terjual"
"1713627386-1864","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Flex On Off Samsung A53 A536B Fleksibel Switch Power Flexible Volume","Rp16.600","3 Terjual"
"1713627386-1865","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Flex Papan Cas Infinix Hot 8 X650 Flexible Charging Board Ces Charger","Rp21.200","11 Terjual"
"1713627386-1866","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Tombol Luar Poco C40 Outside Power Volume Button On Off Original Switch","Rp15.500",""
"1713627386-1867","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Slot Sim Tray F9 Oppo Original Simtray Lock Tempat Kartu Card","Rp18.600","2 Terjual"
"1713627386-1868","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Kaca Kamera Redmi A1 Lensa Camera Lens Belakang Lense Xiaomi","Rp14.400",""
"1713627386-1869","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC Baseband PMB 9960 Ip11 Pro Original New Tested Pmb9960","Rp106.200",""
"1713627386-1870","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC Power 338s00120 Original New Tested 338s00120-A1","Rp68.600","2 Terjual"
"1713627386-1871","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC Camera 338s00306 U3700 lp 8 X Original new Tested 338s00306-A1","Rp36.300","3 Terjual"
"1713627386-1872","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC Charging 1618A0 Iphne 13 Pro Max U2 U9300 Tristar Original","Rp63.600","3 Terjual"
"1713627386-1873","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Flexible Papan Cas Redmi Note 10 5G Flex Charging Board Xiaomi","Rp44.300",""
"1713627386-1874","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC Pa 58210-11 Samsung Original New Tested 58210","Rp26.600",""
"1713627386-1875","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Slot Simtray Realme 6 Pro Original Sim Lock Tempat Tray","Rp12.600","7 Terjual"
"1713627386-1876","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC Pa Qm 48184 Samsung A50 Original New Tested Qm48184","Rp46.100",""
"1713627386-1877","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Flexible On Off A8 Original Tombol Power Switch Flex","Rp9.300",""
"1713627386-1878","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC Pa Qm78064 Samsung S7 Original New Tested Qm 78064 Qorvo","Rp26.700",""
"1713627386-1879","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Roller Repair Glass Lcd Perata Kaca Touchscreen Roler Berkualitas Terbaik","Rp176.500","3 Terjual"
"1713627386-1880","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC AFEM-9040 PA RF AFEM 9040","Rp55.300",""
"1713627386-1881","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC PA 77589-11 Original New Tested Sinyal Rf 7758911 77589","Rp36.200","3 Terjual"
"1713627386-1882","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Kaca Kamera A11K Oppo Original Lensa Camera Belakang Lens","Rp9.400","2 Terjual"
"1713627386-1883","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC Power 338s00155-A1 Original New Tested 338s00155","Rp86.200",""
"1713627386-1884","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Slot Sim Tray M5S Meizu Original SimTray Lock Simlock","Rp36.500","4 Terjual"
"1713627386-1885","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Flexible On Off Redmi K20 Mi9T Original Flex Volume Switch Power","Rp8.400",""
"1713627386-1886","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC Power S2mps13b2 Samsung A700 N9100 Note 4","Rp28.200","8 Terjual"
"1713627386-1887","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Slot Simtray Realme C17 Original Sim Lock Tempat Tray","Rp13.200","1 Terjual"
"1713627386-1888","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Glass Sudah Oca Poco M2 Kaca Touchscreen LCD Layar Sentuh Touch","Rp18.600","5 Terjual"
"1713627386-1889","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Ic RF Afem-9030 New Tested Avago Afem 9030","Rp62.100",""
"1713627386-1890","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Ic Pa Avago E8072 Original New Tested","Rp56.200","3 Terjual"
"1713627386-1891","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Konektor Cas A91 Oppo Connector Charger Ces Charging Flexible","Rp36.600","3 Terjual"
"1713627386-1892","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Konektor Lcd Samsung A710 A7 2016 Original Socket Connector Soket Layar","Rp18.600","1 Terjual"
"1713627386-1893","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC NFC Controller NXP 80v18 Ip 8 Original New Tested","Rp63.600",""
"1713627386-1894","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC Audio Max8952 8952 Samsung Galaxy S3 Original New Tested","Rp26.600","1 Terjual"
"1713627386-1895","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC Cas MF Samsung S10 Original New Tested Charging Charger Ces","Rp28.300",""
"1713627386-1896","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC Charging ET9524L Samsung S10 Note 10 Original New Tested Cas Charger ET 9524L","Rp28.300","1 Terjual"
"1713627386-1897","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC Cas Bq25898 Samsung Note 7 Original New Tested Charger Charging","Rp74.000",""
"1713627386-1898","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Konektor LCD Oppo A79 Original Connector Socket Ori Soket Layar","Rp21.200",""
"1713627386-1899","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Kaca Lensa Kamera A5 2016 A510 Samsung Original Camera Belakang","Rp13.300","1 Terjual"
"1713627386-1900","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Konektor LCD Oppo X7 X9 Original Connector Socket Ori Soket Layar","Rp18.600",""
"1713627386-1901","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Tombol Luar Volume Redmi 9 Original Button Vol On Off Power Xiaomi","Rp14.400","1 Terjual"
"1713627386-1902","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC Usb KM Samsung S10 Original New Tested Charge Cas Charging","Rp46.500",""
"1713627386-1903","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC Charging S710 Samsung S6 G920F G920A Original New Tested Charger Cas","Rp76.500","2 Terjual"
"1713627386-1904","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC Charging S610 Original New Tested Charger Cas","Rp36.300",""
"1713627386-1905","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC Sinyal 1003 Original New Tested Xiaomi 100305B6","Rp36.500",""
"1713627386-1906","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC Charging T6 Samsung S8 Plus A9000 Original New Tested Charger Cas","Rp36.200","1 Terjual"
"1713627386-1907","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC Rf3284 Original New Tested RF 3284","Rp23.500","1 Terjual"
"1713627386-1908","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC SPRD Sr3131 Original New Tested QFN SR 3131","Rp26.500","1 Terjual"
"1713627386-1909","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Konektor LCD Oppo R11 Original Connector Socket Ori Soket Layar","Rp15.500",""
"1713627386-1910","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Konektor Baterai Mi 8 Xiaomi Socket Batere Connector","Rp18.600","3 Terjual"
"1713627386-1911","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC Charging LMLF LMAC Oppo R11S R17 Original New Tested","Rp38.500",""
"1713627386-1912","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Tombol Luar On Off Vivo V9 Original Volume Power Button Outside","Rp14.200","3 Terjual"
"1713627386-1913","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC Lampu 4375A Oppo X5 X6 X7 X9 Original New Tested","Rp32.000",""
"1713627386-1914","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC Power Samsung Max 8997 Samsung I 900 N7000 Max8997","Rp34.100","7 Terjual"
"1713627386-1915","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Connector Sim Card Redmi Note 5A Xiaomi Konektor Original","Rp38.500",""
"1713627386-1916","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC Audio Mi4C WCD9330 Original New Tested Xiaomi","Rp16.300","3 Terjual"
"1713627386-1917","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Flex On Off Vivo Y12 Y15 Y17 Fleksibel Switch Power Flexibel Volume","Rp8.500","97 Terjual"
"1713627386-1918","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Speaker Telpon Oppo A15 A15S A16 A17 Bukan Buzzer Loudspeaker Musik","Rp5.600","222 Terjual"
"1713627386-1919","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Mic Samsung S8 S9 S10 Modul Microphone Kualitas Bagus Mikrofon","Rp5.400","278 Terjual"
"1713627386-1920","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Kaca Kamera Vivo Y17S Lensa Camera Lens Belakang","Rp15.500","63 Terjual"
"1713627386-1921","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Plat Cetakan U-SMG4 Exynos880 Exynos 980 Ram 556 E8825 Original Amaoe BGA Stencil","Rp53.200","78 Terjual"
"1713627386-1922","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Konektor Cas Aja Advan VX Connector Charging Usb Port Ces Only","Rp13.300","51 Terjual"
"1713627386-1923","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Flex Volume Oppo A3S CPH 1803 Fleksibel Switch Flexibel Volum","Rp8.600","42 Terjual"
"1713627386-1924","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Kaca Kamera Infinix Hot 30i Lensa Camera Lens Belakang","Rp17.500","49 Terjual"
"1713627386-1925","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC CPU Sm8350 103 AB Original New Tested SM 8350 103-AB","Rp343.600","93 Terjual"
"1713627386-1926","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Kaca Kamera Redmi 13C Xiaomi Lensa Camera Lens Belakang","Rp16.600","27 Terjual"
"1713627386-1927","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Flexible Sim Card Poco F4 Flexibel Penghubung Kartu Fleksibel","Rp66.500","36 Terjual"
"1713627386-1928","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC CPU MT6769v CZ Redmi Note 9 Xiaomi Original New Tested MT 6769V","Rp208.600","184 Terjual"
"1713627386-1929","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Speaker Earpiece Samsung S10E S20 Ultra Original Speker Telpon","Rp8.500","14 Terjual"
"1713627386-1930","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC CPU MT6769V-CT Original New Tested MT6769V CT","Rp186.600","76 Terjual"
